what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1368803972570
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1368803972571
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1368803972572
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1368803972573
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1368803972574
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1368803972583
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1368803972585
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1368803972589
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1368803972590
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1368803972607
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1368803972607
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1368803972614
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1368803972617
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1368803972618
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1368803972620
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1368803972635
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1368803972645
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1368803972650
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1368803972650
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1368803972660
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1368803972795
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1368803972811
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1368803972811
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1368803972818
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1368803972827
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1368803972841
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1368803972848
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1368803973288
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1368803973297
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1368803973313
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1368803973322
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1368803973333
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1368803973840
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1368803973897
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1368803973906
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1368803973913
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1368803973914
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1368803973924
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1368803973929
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1368803973930
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1368803973930
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1368803973937
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1368803973937
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1368803973941
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1368803973947
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1368803973959
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1368803973968
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1368803973977
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1368803973983
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1368803973991
os,sysinfo,,,"macosx",1368803973993
arch,sysinfo,,,"x86_64",1368803973993
ws,sysinfo,,,"cocoa",1368803973993
locale,sysinfo,,,"sv_SE",1368803973993
processors,sysinfo,,,"4",1368803973993
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1368803973993
java.runtime.version,sysinfo,,,"1.6.0_45-b06-451-11M4406",1368803973993
java.specification.name,sysinfo,,,"Java Platform API Specification",1368803973993
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1368803973993
java.specification.version,sysinfo,,,"1.6",1368803973993
java.vendor,sysinfo,,,"Apple Inc.",1368803973993
java.version,sysinfo,,,"1.6.0_45",1368803973993
java.vm.info,sysinfo,,,"mixed mode",1368803973993
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1368803973993
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368803973993
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1368803973993
java.vm.specification.version,sysinfo,,,"1.0",1368803973993
java.vm.vendor,sysinfo,,,"Apple Inc.",1368803973993
java.vm.version,sysinfo,,,"20.45-b01-451",1368803973993
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1368803973997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368803974017
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1368803974020
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1368803974551
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1368803974571
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1368803974585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368803980879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368803993020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368803993070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804026378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804032812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804035090
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1368804035118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1368804035118
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1368804038110
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1368804039623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804041336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804044187
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1368804045912
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1368804045984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804046010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804047501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804054138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804066193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804071426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804095905
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1368804096011
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1368804096115
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1368804096488
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1368804096498
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1368804096586
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1368804096587
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1368804096615
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1368804096639
